Country Name,Country Code,Counterpart-Area Name,Counterpart-Area Code,Series Name,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Tanzania,TZA,World,WLD,Current account balance (current US$),BN.CAB.XOKA.CD,..,..,..,..,..,..,-27030488.9364998,-64909550.9207001,-466040112.575,-345225913.2515,-521165461.6023,-406553191.6005,-523280048.0236,-304608020.3427,-358959582.4353,-375096159.0881,-321068673.3922,-407364236.7809,-356538763.1112,-335080581.7504,-558926906.0025,-737469908.4259,-714233209.9928,-894801998.3682,-637388776.7301,-589760896.4316,-412770053.9676,-436213043.549,-704367269.876,-777101669.0163,-428301944.3986,-563686382.74754,-45782682.6343699,-174205033.39873,-483381776.29385,-1092558909.60172,-1102054171.68581,-1714736151.20674,-2577086334.69338,-1809914737.57817,-2210780020.37976,-4380951347.66407,-3764335914.81112,-4987954731.62522,-5061997448.98204,-4477418358.29152,-2739302453.71212,-2127811780.11857,-1897834240.02246,-1301335733.5109,-1026800000,..
Tanzania,TZA,World,WLD,Debt buyback (current US$),DT.DSB.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7419633.1,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..
Tanzania,TZA,World,WLD,Debt forgiveness grants (current US$),DT.DOD.MDRI.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27470000,19960000,61400000,112780000,820000,256090000,7500000,35900000,11430000,25330000,190150000,66230000,263230000,488230000,364470000,149610000,301980000,77510000,4483730000,645300000,3420000,23390000,4380000,9800000,2430000,214910000,1980000,1690000,1500000,1510000,1370000,1370000,..,..
Tanzania,TZA,World,WLD,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-41932704.1,-102159263.2,-134967117.6,-124320365.7,-192800595,-86796833.5,-140338044.3,-29477675.5,-254441430.4,-74565613.7,-26033884.2,-399245594.1,-283563374.1,-104706605.2,-768361581.1,-83668699.8,-119571661.6,-5089966341.5,-12733681.2,-22085383.5,-2868006.7,-89797062.7,-22275410.9,-40360965.6,-145824073,-481326.1,-867168.3,0,-231094000,-441000,-445000,-449000,..
Tanzania,TZA,World,WLD,"Debt service on external debt, central bank (PPG) (TDS, current US$)",DT.TDS.DECB.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tanzania,TZA,World,WLD,"Debt service on external debt, general government sector (PPG) (TDS, current US$)",DT.TDS.DEGG.CD,3675467.9,4329429.1,5215016.1,5977785.6,6763629.2,11951902.2,13167514.6,18743208.9,18903849.4,19991706.1,24720502.2,28628042.2,36060742.4,37955200.1,35764389.5,95202467.1,49851170.3,65912583.3,77799154.2,111319741.3,94116621.5,129962609.6,110320058.1,172034541.9,137289045.1,186209577.8,208046961.1,100768604.8,160387536.5,145969615.1,112803093.1,96993321.3,68275413.5,67805336.2,77379485.3,67213475.6,69547424.6,40875992.7,34734130.3,44082977.8,85418747.2,76373414.4,87392523.3,212296949.8,191397518.7,344412754.6,616019459.9,700762163.2,918917612.8,1137580827.6,1198080634.7,1640833960
Tanzania,TZA,World,WLD,"Debt service on external debt, long-term (TDS, current US$)",DT.TDS.DLXF.CD,3795467.9,4761429.1,6394070.7,7983341.2,10860555.5,19719388.7,23807001.2,33525279.9,50231675.2,63427397.6,73735327.9,80223138.5,88083289.5,92211376,70844947.6,136325593.8,97964409.1,116906418.6,126434532.5,155523598.5,136474943,172946897.6,222986433.6,200149624.4,162685829.3,201973343.3,239198344.4,125286338.2,186521082.8,182550951.4,145125453.2,131196711.9,91743148.4,73188908.7,87969172.8,72422699.7,73918000.3,44530030.6,50126137.7,151065453.9,182193747.2,133505414.4,147537523.3,234992949.8,264324518.7,396610754.6,657757459.9,707150163.2,947509612.8,1163930827.6,1215394634.7,2145533901.1
Tanzania,TZA,World,WLD,"Debt service on external debt, other public sector (PPG) (TDS, current US$)",DT.TDS.DOPS.CD,120000,432000,1179054.6,2005555.6,4096926.3,7640803.7,10412320.6,14140423.4,30157555.8,41825706.3,46019826.1,48307841.4,49084021.6,50150371.9,32204745.9,37443543.5,43432284.4,48613672.1,45154727.7,42273040.9,40767242.5,40973326.8,108412489.7,22246527.7,17879668.9,10592341.3,17975885.9,7412135.5,15540948.4,27933077,18302076.3,22901433.1,7412712.1,678288.3,7651622.2,3353529.7,2441375.4,1203958.4,..,10162865.9,..,..,..,..,..,0,0,0,0,0,0,..
Tanzania,TZA,World,WLD,"Debt service on external debt, private guaranteed by public sector (PPG) (TDS, current US$)",DT.TDS.PRPG.CD,..,..,..,..,..,126682.8,227166,641647.6,1170270,1609985.2,2994999.6,3287254.9,2938525.5,4105804,2875812.2,3679583.2,4680954.4,2380163.2,3480650.6,1930816.3,1591079,2010961.2,4253885.8,5868554.8,7517115.3,5171424.2,13175497.4,17105597.9,10592597.9,8648259.3,14020283.8,11301957.5,16055022.8,4705284.2,1364065.3,63694.4,64200.3,70079.5,79007.4,610.2,..,..,..,..,..,..,..,..,..,..,..,..
Tanzania,TZA,World,WLD,"Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)",DT.TDS.DPNG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1574000,1792000,1865000,2380000,15313000,96819000,96775000,57132000,60145000,22696000,72927000,52198000,41738000,6388000,28592000,26350000,17314000,504699941.1
Tanzania,TZA,World,WLD,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,3795467.9,4761429.1,6394070.7,7983341.2,10860555.5,19719388.7,23807001.2,33525279.9,50231675.2,63427397.6,73735327.9,80223138.5,88083289.5,92211376,70844947.6,136325593.8,97964409.1,116906418.6,126434532.5,155523598.5,136474943,172946897.6,222986433.6,200149624.4,162685829.3,201973343.3,239198344.4,125286338.2,186521082.8,182550951.4,145125453.2,131196711.9,91743148.4,73188908.7,86395172.8,70630699.7,72053000.3,42150030.6,34813137.7,54246453.9,85418747.2,76373414.4,87392523.3,212296949.8,191397518.7,344412754.6,616019459.9,700762163.2,918917612.8,1137580827.6,1198080634.7,1640833960
Tanzania,TZA,World,WLD,"Debt service on external debt, public sector (PPG) (TDS, current US$)",DT.TDS.DEPS.CD,3795467.9,4761429.1,6394070.7,7983341.2,10860555.5,19592705.9,23579835.2,32883632.3,49061405.2,61817412.4,70740328.3,76935883.6,85144764,88105572,67969135.4,132646010.6,93283454.7,114526255.4,122953881.9,153592782.2,134883864,170935936.4,218732547.8,194281069.6,155168714,196801919.1,226022847,108180740.3,175928484.9,173902692.1,131105169.4,119894754.4,75688125.6,68483624.5,85031107.5,70567005.3,71988800,42079951.1,34734130.3,54245843.7,85418747.2,76373414.4,87392523.3,212296949.8,191397518.7,344412754.6,616019459.9,700762163.2,918917612.8,1137580827.6,1198080634.7,1640833960
Tanzania,TZA,World,WLD,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,3795467.9,4761429.1,6394070.7,8412614.2,10860555.5,19719388.7,23807001.2,35405075.7,86288055.3,80406259.5,138820851.2,152463823.8,132254809.6,144895699.4,124428957.2,170254724.6,153625369.8,156414952.2,161868792.2,177208186.1,179035904.6,207562457.7,234501266.5,210934919.9,183464810.4,226078842.2,268116899.5,163247909.3,232708797.5,222612628.5,168406158.5,142561791.9,104741463.2,88428239,122915687.5,130829740.7,88006863.5,71706184.5,73471895,164283959.5,191393963.2,146609217.8,168309870,247840878.2,304694240.5,467739992.3,736369089.3,812233148.9,1044247091,1239491252.4,1265545507.4,2145533901.1
Tanzania,TZA,World,WLD,"Disbursements on external debt, central bank (PPG) (DIS, current US$)",DT.DIS.DECB.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tanzania,TZA,World,WLD,"Disbursements on external debt, general government sector (PPG) (DIS, current US$)",DT.DIS.DEGG.CD,47626773.6,47365519.4,82492626.9,129661054.7,126886822.1,218805753.7,113014067,172929357.3,142987334.7,140148872.4,240540507.5,570444556.8,255329820.3,333430458.2,353861588.1,175612763,253560498.7,232683200.7,326087452,189594498,271413862.1,266636898.6,368439323.8,206547171.5,238490707.8,224562055.2,206146655.8,252163934,215111900.4,264876815.4,213395084.4,177434247.9,203134693.9,489814366.3,434557908.9,484539812.9,573798624.8,653413075.3,546354939.3,929147717.6,1131001193,1011959594.4,1345500659.7,2624555528.1,1776185572.4,1552994313.8,1093506478.2,1659420415.6,1600513655.7,2359613365.2,1169488343.7,..
Tanzania,TZA,World,WLD,"Disbursements on external debt, long-term (DIS, current US$)",DT.DIS.DLXF.CD,48954773.6,875113478.9,92565964.9,163369467.4,176923414.9,257181313.5,156256592,228391263.6,218716249.4,230162281.7,335429316.3,636844158.5,297965084.6,384217365.8,398230201.5,210400590,298409994.9,251654518.8,357579686.9,229881732.4,297445609.5,280652423.4,385072716.6,223687094,265802812,260600224.9,215024430.3,257726185.2,217728043.7,265328078.4,213395084.4,177434247.9,203134693.9,490623822.3,434557908.9,484618157.1,573798624.8,653413075.3,546354939.3,1105354717.6,1347101193,1319301594.4,1529096659.7,2777897528.1,2060169572.4,1578276313.8,1129376478.2,1728318415.6,1683876655.7,2386856365.2,1190839343.7,2596958852.2
Tanzania,TZA,World,WLD,"Disbursements on external debt, long-term + IMF (DIS, current US$)",DT.DIS.DLTF.CD,48954773.6,875113478.9,92565964.9,163369467.4,236263399.4,286039021.5,180502037,239137624,242103426.9,290534726.8,401523958.2,655731751.5,297965084.6,384217365.8,398230201.5,210400590,337109994.9,296031389.8,400729550.1,229881732.4,326499159,309939339.9,475505640.4,223687094,265802812,260600224.9,252346919.8,342238753.8,266175854.3,345676062.3,266155284.4,228357947.9,254929393.9,515522462.3,442857178.9,492891261.1,577918565.8,657699575.1,546354939.3,1412154483.8,1377451990.9,1319301594.4,1529096659.7,2891699701.4,2060169572.4,1578276313.8,1129376478.2,1728318415.6,1683876655.7,2386856365.2,1190839343.7,..
Tanzania,TZA,World,WLD,"Disbursements on external debt, other public sector (PPG) (DIS, current US$)",DT.DIS.DOPS.CD,1328000,827747959.5,10073338,33708412.7,49296166,36832341.2,41120304.3,53227445.9,72532380.7,86795781.7,74909215.6,57541085.2,35703243.8,47056115.9,40245832.6,31908902.3,39352797.3,15198572.3,23044140.6,35367925.6,15822639.7,9855089,5005506,6009817.2,3964904.4,23648866.6,0,0,21057,451263,0,0,0,809456,0,78344.2,0,0,0,30000000,0,0,0,0,0,0,0,0,0,0,0,..
Tanzania,TZA,World,WLD,"Disbursements on external debt, private guaranteed by public sector (PPG) (DIS, current US$)",DT.DIS.PRPG.CD,0,0,0,0,740426.8,1543218.6,2122220.7,2234460.4,3196534,3217627.6,19979593.2,8858516.5,6932020.5,3730791.7,4122780.8,2878924.7,5496698.9,3772745.8,8448094.3,4919308.8,10209107.7,4160435.8,11627886.8,11130105.3,23347199.8,12389303.1,8877774.5,5562251.2,2595086.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Tanzania,TZA,World,WLD,"Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",DT.DIS.DPNG.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146207000,216100000,307342000,183596000,153342000,283984000,25282000,35870000,68898000,83363000,27243000,21351000,..
Tanzania,TZA,World,WLD,"Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",DT.DIS.DPPG.CD,48954773.6,875113478.9,92565964.9,163369467.4,176923414.9,257181313.5,156256592,228391263.6,218716249.4,230162281.7,335429316.3,636844158.5,297965084.6,384217365.8,398230201.5,210400590,298409994.9,251654518.8,357579686.9,229881732.4,297445609.5,280652423.4,385072716.6,223687094,265802812,260600224.9,215024430.3,257726185.2,217728043.7,265328078.4,213395084.4,177434247.9,203134693.9,490623822.3,434557908.9,484618157.1,573798624.8,653413075.3,546354939.3,959147717.6,1131001193,1011959594.4,1345500659.7,2624555528.1,1776185572.4,1552994313.8,1093506478.2,1659420415.6,1600513655.7,2359613365.2,1169488343.7,2596958852.2
Tanzania,TZA,World,WLD,"Disbursements on external debt, public sector (PPG) (DIS, current US$)",DT.DIS.DEPS.CD,48954773.6,875113478.9,92565964.9,163369467.4,176182988.1,255638094.9,154134371.3,226156803.2,215519715.4,226944654.1,315449723.1,627985642,291033064.1,380486574.1,394107420.7,207521665.3,292913296,247881773,349131592.6,224962423.6,287236501.8,276491987.6,373444829.8,212556988.7,242455612.2,248210921.8,206146655.8,252163934,215132957.4,265328078.4,213395084.4,177434247.9,203134693.9,490623822.3,434557908.9,484618157.1,573798624.8,653413075.3,546354939.3,959147717.6,1131001193,1011959594.4,1345500659.7,2624555528.1,1776185572.4,1552994313.8,1093506478.2,1659420415.6,1600513655.7,2359613365.2,1169488343.7,..
Tanzania,TZA,World,WLD,"Net flows on external debt, central bank (PPG) (NFL, current US$)",DT.NFL.DECB.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tanzania,TZA,World,WLD,"Net flows on external debt, general government sector (PPG) (NFL, current US$)",DT.NFL.DEGG.CD,45926252.8,45815951.9,80829896,127609231.6,124569422.6,213450877,109076582.5,166251642.8,138798855.6,134733815.5,233165736.5,560676174.4,244453188.8,318403334.7,339279527,97102632.4,227510340.3,197918440,284791950,116358203.1,216090446.8,183406607.6,303628530.8,125038099.9,154221706.9,116327139.1,84612347.5,184930259.1,141974659.3,184437738.8,145436774.3,111513897.3,164749174.9,454408894.9,399345532.8,456585304.7,538885904.2,634486262,532646464.3,909339258.2,1078712903,976062002.2,1303587860.2,2476031524.8,1676797038.4,1409418151.5,704168499,1208920384.7,982352120.8,1596933813.6,319805137.3,..
Tanzania,TZA,World,WLD,"Net flows on external debt, long-term (NFL, current US$)",DT.NFL.DLXF.CD,47254000,873474000,90713000,161118000,174396000,250889000,150977000,219578000,203086000,203688000,302897000,599878000,257936000,335662000,360856000,101783000,236978000,179322000,281438000,123143000,208249000,162755000,218715000,125852000,164706000,139048000,70676000,171668000,124311000,161719000,119655000,85065000,146294000,450132000,394690000,455612000,538211000,634047000,523209000,999295000,1215508000,1239904000,1443840000,2610105000,1896495000,1419534000,717261000,1274984000,1045236000,1604182000,325892000,..
Tanzania,TZA,World,WLD,"Net flows on external debt, other public sector (PPG) (NFL, current US$)",DT.NFL.DOPS.CD,1328000,827657959.5,9883338,33508412.7,49086166,35952171.9,39825009.9,51397208,61627898.2,66551917.2,51687300.3,32142086.7,7791903.1,15913867.9,19120909,4424538.4,7539696.9,-21201762.7,-9026528.2,3119546.8,-16894502.3,-22980528.6,-93664222.3,-8515923.1,-6415239.4,14272223.6,-14241389.8,-6726143.6,-12570062.5,-16316015.2,-16117336.7,-17643720.5,-6944491.6,203755.2,-3386284.1,-973273.5,-675115.6,-438873.5,..,22790000,..,..,..,..,..,0,0,0,0,0,0,..
Tanzania,TZA,World,WLD,"Net flows on external debt, private guaranteed by public sector (PPG) (NFL, current US$)",DT.NFL.PRPG.CD,..,..,..,..,740426.8,1485451.5,2075259.3,1929036.6,2659333,2401925.4,18043862.9,7059698.2,5690592.8,1345262.2,2455756.2,256018.4,1927755,2605222.6,5672204.2,3665301.9,9053416.2,2329080.6,8750210.2,9329410.7,16899428.7,8448413.5,305218.6,-6535759.8,-5093120.8,-6402419.6,-9664896.4,-8804717.3,-11510683.3,-4480804.2,-1269413.6,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..
Tanzania,TZA,World,WLD,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-9437000,67166000,136795000,263842000,140252000,134073000,219698000,10116000,13093000,66064000,62884000,7248000,6087000,..
Tanzania,TZA,World,WLD,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)",DT.NFL.DPPG.CD,47254252.8,873473911.4,90713234,161117644.3,174396015.4,250888500.4,150976851.7,219577887.4,203086086.8,203687658.1,302896899.7,599877959.3,257935684.7,335662464.8,360856192.2,101783189.2,236977792.2,179321899.9,281437626,123143051.8,208249360.7,162755159.6,218714518.7,125851587.5,164705896.2,139047776.2,70676176.3,171668355.7,124311476,161719304,119654541.2,85065459.5,146294000,450131845.9,394689835.1,455612031.2,538210788.6,634047388.5,532646464.3,932129258.2,1078712903,976062002.2,1303587860.2,2476031524.8,1676797038.4,1409418151.5,704168499,1208920384.7,982352120.8,1596933813.6,319805137.3,..
Tanzania,TZA,World,WLD,"Net flows on external debt, public sector (PPG) (NFL, current US$)",DT.NFL.DEPS.CD,47254252.8,873473911.4,90713234,161117644.3,173655588.6,249403048.9,148901592.4,217648850.8,200426753.8,201285732.7,284853036.8,592818261.1,252245091.9,334317202.6,358400436,101527170.8,235050037.2,176716677.3,275765421.8,119477749.9,199195944.5,160426079,209964308.5,116522176.8,147806467.5,130599362.7,70370957.7,178204115.5,129404596.8,168121723.6,129319437.6,93870176.8,157804683.3,454612650.1,395959248.7,455612031.2,538210788.6,634047388.5,532646464.3,932129258.2,1078712903,976062002.2,1303587860.2,2476031524.8,1676797038.4,1409418151.5,704168499,1208920384.7,982352120.8,1596933813.6,319805137.3,..
Tanzania,TZA,World,WLD,"Net flows on external debt, short-term (NFL, current US$)",DT.NFL.DSTC.CD,24000000,8000000,13000000,16000000,26000000,23000000,21000000,28000000,94000000,-3000000,53000000,-7000000,106000000,45000000,107000000,46000000,-69790000,39790000,50000000,-249620000,15620000,-33000000,2200000,-24110000,19910000,-21630000,68070000,11560000,9480000,9510000,44080000,-81870000,40950000,-4150000,172000000,62000000,15000000,3000000,172000000,-15000000,-53000000,182000000,361007000,-410546000,303943000,-211335000,193337000,-18682000,-235630000,16212000,-7210000,..
Tanzania,TZA,World,WLD,"Net flows on external debt, total (NFL, current US$)",DT.NFL.DECT.CD,71254252.8,881473911.4,103713234,176688371.3,259735999.9,302746208.4,196222296.7,256456127.8,284466979.9,244224659.1,389491541.6,578865552.3,351389434.2,352605173.8,439286210.8,140102907,173808747.3,247641198.2,365171140.5,-135811962.5,224591626.5,132286972.4,305853853.7,95765027.6,169292827.1,97936446.9,154320926.1,236820181.6,144493736.9,222315088.2,206501959.3,51747388.2,234291715.7,463577351.1,550485510.4,479498136.5,557330729.6,641333888.3,695209464.3,1291095024.4,1192431439.8,1419696526.1,1801852819.4,2309943581.9,2172853681.6,1147016830.6,848604669,1172243846.3,724168528,1559013915.3,281269925.7,..
Tanzania,TZA,World,WLD,Present value of external debt (current US$),DT.DOD.PVLX.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15000000000,..
